WL,PD,MoV,SoS,SRS,OSRS,DSRS,Rnktmosns,Yds,Ply,YP,TO,FL,FirstD,Cmp,Att,RnYds,TD,Int,NYAs,FrstDPerPass,RushAtt,RushYdsGnd,RuhingShutD,RshYdspAt,Fstdns,Penalties,Yards,FirstDownsP,Sc,Tos,EXPByOffense,RankByPassingoffense,PassesCompleted,PassesAttempted,PercentageOfPassesCompleted,YdsgainedByPassing,Tds,TDPercentage,Interceptionsthrown,InterceptionsThrownedPercentage,LngstCompletedPassthrown,YardsgainedByPassAttempt,Adugestedyardagained,YardsGainedPerpassCompletion,YardsgainedperPlayedGame,Rating,Timessacked,YdsLostDueToSacks,NYPerPassattempt,AdjustedNYA,SkPercentage,FourQC,GWDByQuarterBacks,ExpectedPointsContributedByPassingOffense,RkByRushingOffense,AttemptsRushing,YdsgainedRushing,TdsRsh,LngstRshAtt,YARsh,YdaPG,Fmbles,EXPPByRshoffense,RkByKickPuntReturns,Rets,PuntsReturnYardage,PuntsreturnedPreTD,LngstPuntRet,YdsgainedPerPuntReturs,KickOffReturns,YardageForKickoffReturns,KickOffReturnsForTD,LngstKickOffReturn,YperRT,AllPurposeYards,RkByKickingPunting,FGAtwenties,FGMtwenties,FGAthirties,FGMthirties,FGAfourties,FGMfourties,FGAfifryplus,FGMfiftyplus,FGAtot,FGMtot,XPAttempted,XPMade,PntTimes,TotPuntYardage,LngstPnt,Blcks,YperPunts,RnkByScoringOffense,RshTD,RecTD,AllTD,TwoPA,XpointsMade,XpointsAttempted,TotalFGM,TotalFGA,Sfty,PtsByAllMeans,PtsPerG,RkByDrives,NumberofDrives,PlaysInDrive,ScPercntge,PercenntageOfDrivesEndingInOffensiveTurnover,AvgPlays,NtsYdsPD,AvgPtsScored,TD1,TD2,TD3,TD4,TD5,TD6,TD7,TD8,TD9,TD10,TD11,TD12,TD13,TD14,TD15,TD16,TD17,TD18,TD19,TD20,TD21,TD22,TD23,TD24,TD25,TD26,PD1,PD2,PD3,PD4,PD5,PD6,PD7,PD8,PD9,PD10,PD11,PD12,PD13,PD14,PD15,PD16,PD17,PD18,PD19,PD20,RDA,RDB,RDC,RDD,RDE,RDF,RDG,PKA,PKB,PKC,PKD,PKE,PKF,PKG,PKH,PKI,KPA,KPB,KPC,KPD,KPF,KPG,SDA,SDB,SDC,SDD,SDE,SDF,ADG,SDH,ADI,DAA,DAB,DAC,DAD,DAE,DAF,DAG,DAH
0.531,-11,-0.7,-2.4,-3.1,0.5,-3.6,8,6404,1074,6,25,9,351,366,570,4268,25,16,6.9,201,459,2136,17,4.7,119,86,801,31,40.9,12.4,101.32,6,366,570,64.2,4268,25,4.4,16,2.8,83,8,7.6,12.4,266.8,91.7,45,270,6.9,6.6,7.3,4,3,95.35,7,459,2136,17,67,4.7,133.5,19,16.22,23,30,339,1,93,11.3,39,791,0,70,20.3,7879,26,13,13,8,8,8,6,7,5,37,33,42,42,64,2854,62,0,44.6,8,17,25,46,4,42,42,33,37,0,417,26.1,23,186,1111,40.9,12.4,6,34.5,2.15,12,352,5368,1032,5.2,24,8,284,314,552,3681,25,16,6.2,176,440,1687,7,3.8,79,126,1196,29,31.4,10.3,28.23,24,332,539,61.6,3956,30,5.6,11,2,7.8,8,12.6,247.3,95.9,44,238,6.8,7,7.5,-100.8,25,432,2000,16,4.6,125,-19.42,10,20,261,0,13.1,61,1583,1,26,8,30,24,49,48,70,25,16,30,48,49,24,30,428,26.8,5,180,1045,38.9,12.2,5.8,33.1,2.19
0.125,-152,-9.5,1.9,-7.6,-5,-2.6,31,5556,1089,5.1,31,9,307,371,633,3813,19,22,5.6,198,414,1743,7,4.2,90,112,1138,19,25.9,14.9,-90.62,15,371,633,58.6,3813,19,3,22,3.5,66,6.6,5.6,11.3,238.3,74,42,370,5.6,4.7,6.2,2,2,-65.73,21,414,1743,7,60,4.2,108.9,21,-17.63,2,42,360,1,87,8.6,51,1257,0,50,24.6,7533,16,7,7,5,5,17,12,5,1,35,26,26,26,88,4189,65,0,47.6,31,7,19,28,1,26,26,26,35,1,276,17.3,7,201,1124,25.9,14.9,5.6,27.6,1.29,13,364,5520,1014,5.4,29,15,337,355,521,3874,21,14,6.7,203,440,1646,18,3.7,87,105,978,47,31,14.7,-34,3,287,484,59.3,3123,29,6,7,1.4,6.8,7.4,11.5,195.2,93.9,32,187,6.1,6.6,6.2,-96.39,23,454,1958,11,4.3,122.4,48.56,31,43,530,1,12.3,39,1004,0,25.7,15,35,30,46,46,91,2,11,29,46,46,30,35,428,26.8,17,194,1005,36.1,5.7,5.2,26.1,1.91
0.688,55,3.4,0.6,4,1.7,2.3,15,5468,1023,5.3,14,4,318,350,582,3725,23,10,6.1,191,409,1743,15,4.3,88,66,576,39,38.8,6.9,87.1,17,350,582,60.1,3725,23,4,10,1.7,73,6.8,6.8,11.3,232.8,86.5,32,227,6.1,6.1,5.2,4,4,80.97,20,409,1743,15,51,4.3,108.9,14,5.06,14,33,326,0,51,9.9,43,1011,0,39,23.5,7080,13,6,6,11,10,17,15,6,4,40,35,34,34,77,3499,65,1,45.4,15,15,23,40,6,34,34,35,40,2,391,24.4,20,188,1063,38.8,6.9,5.7,29.1,1.97,14,370,5395,1036,5.2,20,10,303,329,569,3546,21,10,5.9,174,433,1849,18,4.3,106,92,798,23,35.3,10.5,12.67,13,324,536,60.4,3711,21,3.9,15,2.8,7.4,6.9,12.2,231.9,84.6,42,248,6.4,6,7.3,-80.57,26,448,2002,14,4.5,125.1,-5.59,18,29,396,1,13.7,43,1085,0,25.2,19,30,23,37,37,75,18,14,21,37,37,23,30,336,21,7,183,1056,31.7,13.7,5.8,31.2,1.72
0.25,-202,-12.6,1.5,-11.1,-7.1,-4,32,4701,1020,4.6,27,6,271,349,592,3441,16,21,5.4,176,378,1260,7,3.3,71,96,797,24,23.6,13.8,-151.69,22,349,592,59,3441,16,2.7,21,3.5,67,6.3,5.3,10.7,215.1,71.8,50,310,5.4,4.4,7.8,1,1,-77.39,31,378,1260,7,48,3.3,78.8,18,-60.08,21,30,142,0,17,4.7,41,1060,0,59,25.9,6225,25,3,3,12,12,5,4,5,4,25,23,23,22,95,4338,61,0,45.7,32,7,16,25,2,22,23,23,25,3,247,15.4,15,195,1045,23.6,13.8,5.4,24,1.18,15,376,5546,982,5.6,22,7,290,338,572,3950,24,15,6.5,197,377,1596,10,4.2,62,87,681,31,35.7,11.1,-12.27,25,354,551,64.2,3962,29,5.3,11,2,7.6,7.8,11.8,247.6,96.5,31,225,6.8,7,5.3,-105.54,29,507,2108,20,4.2,131.8,4.16,12,47,330,0,7,25,509,0,20.4,7,29,26,53,53,76,1,20,29,53,53,26,29,449,28.1,23,197,1118,38.1,10.7,5.7,30.7,2.14
0.688,125,7.8,-1.7,6.1,1.7,4.3,7,5396,1029,5.2,18,10,323,333,546,3340,24,8,5.7,179,442,2056,17,4.7,110,101,774,34,32,9.1,34.02,24,333,546,61,3340,24,4.4,8,1.5,71,6.5,6.7,10.7,208.8,88.6,41,221,5.7,5.9,7,1,1,53.99,10,442,2056,17,46,4.7,128.5,21,-9.9,1,59,695,2,89,11.8,44,1316,2,108,29.9,7637,1,6,6,10,9,8,6,4,1,28,22,52,52,89,4034,65,1,45.3,7,17,24,52,0,52,52,22,28,0,430,26.9,11,197,1057,32,9.1,5.4,27.3,1.79,16,381,5407,1027,5.3,25,12,329,344,545,3612,15,13,6.2,191,446,1795,21,4,108,95,779,30,35.8,13.2,-19.97,26,334,592,56.4,3962,25,4.2,21,3.5,7.2,6.5,12.8,247.6,78.5,47,309,6.2,5.5,7.4,-0.96,22,428,1923,9,4.5,120.2,18.77,32,38,246,0,6.5,43,1048,0,24.4,32,28,22,33,33,87,27,9,25,33,33,22,28,305,19.1,29,204,1095,27.5,15.7,5.4,28.8,1.49
0.5,-18,-1.1,0.3,-0.8,-2.9,2.1,26,5007,1001,5,26,7,278,357,594,3567,24,19,5.5,205,349,1440,8,4.1,61,70,598,12,29.9,13.4,-41.2,20,357,594,60.1,3567,24,4,19,3.2,67,6.7,6,11.1,222.9,80.1,58,399,5.5,4.9,8.9,4,3,1.12,26,349,1440,8,55,4.1,90,16,-36.94,15,34,264,0,34,7.8,42,901,0,50,21.5,6546,12,4,4,12,10,10,8,7,3,34,26,33,33,85,4150,74,0,48.8,26,8,24,34,1,33,33,26,34,1,317,19.8,17,194,1035,29.9,13.4,5.3,25.6,1.56,17,382,6304,1150,5.5,31,12,368,408,670,4636,25,19,6.6,239,443,1668,12,3.8,100,106,855,29,32.7,15.3,-19.45,16,344,580,59.3,3752,17,2.9,18,3.1,6.9,6.1,11.7,234.5,77.3,42,272,6,5.3,6.8,-18.47,24,484,1998,14,4.1,124.9,12.01,17,42,407,0,9.7,36,826,0,22.9,22,40,34,33,33,78,7,14,17,33,33,34,40,335,20.9,18,194,1146,33.5,11.9,5.9,29.6,1.64
0.344,-89,-5.6,-1.1,-6.6,0.2,-6.9,14,5508,1013,5.4,32,13,309,325,546,3427,18,19,5.8,173,423,2081,23,4.9,106,70,695,30,34.4,14.9,14.24,23,325,546,59.5,3427,18,3.3,19,3.5,79,6.7,5.8,11.2,214.2,76,44,218,5.8,5,7.5,3,2,-4.7,8,423,2081,23,78,4.9,130.1,23,25.14,3,22,335,1,86,15.2,66,1646,2,109,24.9,7759,17,7,7,12,12,6,5,5,2,30,26,44,43,75,3316,65,0,44.2,14,23,18,45,1,43,44,26,30,0,391,24.4,14,195,1043,34.4,14.9,5.3,28.3,1.87,18,383,5316,1089,4.9,29,12,327,361,601,3573,21,17,5.6,198,454,1743,12,3.8,101,105,904,28,31,13,63.34,31,419,648,64.7,4595,37,5.7,12,1.9,7.5,7.8,11.6,287.2,98.6,41,274,6.7,7,6,-140.4,16,443,1767,14,4,110.4,8,30,36,318,1,8.8,41,1113,1,27.1,17,29,27,53,53,77,19,14,37,53,53,27,29,480,30,21,197,1161,39.6,9.1,5.9,32.2,2.22
0.75,106,6.6,-0.7,5.9,4.5,1.4,3,6152,1138,5.4,20,9,378,380,628,4087,25,11,6.1,225,470,2065,19,4.4,110,69,625,43,40.8,10,103.33,10,380,628,60.5,4087,25,4,11,1.8,81,6.9,6.9,11.4,255.4,87.3,40,256,6.1,6.1,6,5,5,124.17,9,470,2065,19,47,4.4,129.1,24,-19.61,18,36,387,0,43,10.8,39,935,0,83,24,7769,4,8,8,13,13,13,11,6,5,41,38,44,44,77,3523,65,0,45.8,3,19,25,47,3,44,44,38,41,0,444,27.8,8,201,1179,40.8,10,5.9,30.6,2.1,19,387,5359,1048,5.1,15,2,293,345,586,3947,26,13,6.3,198,421,1412,9,3.4,68,92,833,27,35.4,7.3,-11.08,18,336,589,57,3824,25,4.2,17,2.9,7,6.6,12.3,239,81,48,313,6,5.6,7.5,-28.61,30,481,2145,11,4.5,134.1,2.26,14,29,221,0,7.6,32,664,0,20.8,29,27,22,38,38,80,30,11,25,38,38,22,27,338,21.1,20,196,1145,29.6,13.3,5.8,30.3,1.62
0.688,110,6.9,1.9,8.8,3.8,5,10,6391,1079,5.9,19,7,359,446,651,4918,39,12,7.1,244,391,1473,10,3.8,87,95,817,28,40.3,8.3,152.24,2,446,651,68.5,4918,39,6,12,1.8,76,7.9,8.3,11.6,307.4,104.5,37,244,7.1,7.5,5.4,3,3,177.27,25,391,1473,10,38,3.8,92.1,12,-22.06,32,32,194,0,28,6.1,22,506,0,82,23,7376,27,7,6,8,5,14,10,1,1,32,24,48,48,61,2859,61,0,46.9,10,10,39,49,1,48,48,24,32,0,414,25.9,29,181,1111,40.3,8.3,6.1,35.3,2.29,20,388,5334,1089,4.9,30,7,308,310,561,3271,28,23,5.3,170,471,2063,10,4.4,98,108,931,40,32.2,14,68.83,2,304,507,60,3105,20,3.9,12,2.4,6.8,6.5,11.3,194.1,83.6,49,336,5.6,5.3,8.8,4.41,19,387,1786,11,4.6,111.6,-5.95,1,24,180,0,7.5,33,830,0,25.2,6,28,24,32,32,83,23,11,20,32,32,24,28,304,19,6,181,971,30.4,10.5,5.4,27,1.6
0.438,-89,-5.6,0.2,-5.4,-6.2,0.8,28,4920,988,5,44,15,280,325,567,3588,18,29,5.9,176,381,1332,11,3.5,77,91,786,27,25.5,20.1,-127.73,19,325,567,57.3,3588,18,3.2,29,5.1,70,6.8,5.2,11.9,224.3,67.6,40,287,5.9,4.4,6.6,1,2,-38.6,29,381,1332,11,49,3.5,83.3,26,-85.03,12,34,246,0,32,7.2,44,933,0,56,21.2,6362,19,8,8,8,7,8,7,2,1,26,23,31,31,91,4271,68,0,46.9,28,11,18,32,1,31,31,23,26,0,294,18.4,3,204,1014,25.5,20.1,5,23.9,1.33,21,389,5568,1020,5.5,31,10,324,352,547,3806,30,21,6.5,190,438,1762,10,4,95,105,1012,39,38,15,-32.43,10,361,601,60.1,3573,21,3.5,17,2.8,6.3,5.7,10.5,223.3,78.3,34,214,5.6,5.1,5.4,10.55,14,454,1743,12,3.8,108.9,45.04,21,48,655,3,13.6,33,721,0,21.8,14,30,29,40,40,87,5,12,21,40,40,29,30,383,23.9,26,200,1119,31,13,5.6,26.5,1.59
0.5,-97,-6.1,0,-6.1,-4.7,-1.4,29,5090,1020,5,29,7,280,266,480,2932,13,22,5.6,154,493,2158,12,4.4,105,108,837,21,29.6,14.8,-100.47,31,266,480,55.4,2932,13,2.7,22,4.6,69,6.8,5.3,12.3,183.3,66.6,47,338,5.6,4.2,8.9,2,5,-68.88,6,493,2158,12,69,4.4,134.9,15,-23.34,22,25,224,0,24,9,45,1021,0,42,22.7,6640,11,8,8,11,10,14,12,3,3,36,33,27,27,89,4018,84,1,45.1,29,12,13,27,0,27,27,33,36,1,290,18.1,13,196,1056,29.6,14.8,5.4,25.8,1.4,22,399,5696,1074,5.3,26,9,339,357,613,4070,29,17,6.2,208,420,1626,15,3.9,90,97,807,41,32.5,12.6,-37.26,22,345,586,58.9,3947,26,4.4,13,2.2,7.1,7,12.1,246.7,86.5,41,242,6.3,6.2,6.5,-80.2,3,421,1412,9,3.4,88.3,66.66,11,43,488,0,11.3,42,938,0,22.3,21,37,33,40,40,82,4,9,26,40,40,33,37,387,24.2,16,192,1085,35.4,7.3,5.7,28,1.79
0.25,-131,-8.2,0.2,-8,-3.8,-4.2,24,5340,1000,5.3,31,11,275,298,519,3340,17,20,5.9,168,437,2000,16,4.6,90,116,912,17,27.8,14.9,-57.85,25,298,519,57.4,3340,17,3.3,20,3.9,73,7,5.9,12.2,208.8,73.9,44,289,5.9,4.9,7.8,0,0,-33.55,12,437,2000,16,93,4.6,125,27,-11.83,11,25,206,0,30,8.2,54,1201,0,41,22.2,7147,10,6,6,6,4,11,8,7,3,30,21,37,37,86,4107,66,2,47.8,24,16,17,37,0,37,37,21,30,0,322,20.1,18,194,1030,27.8,14.9,5.3,27.4,1.52,23,406,5319,1107,4.8,21,7,328,363,605,3538,29,14,5.5,197,462,1781,13,3.9,103,95,745,28,34,9.9,-8.9,28,374,549,68.1,4092,33,6,9,1.6,7.9,8.4,11.6,255.8,105.1,38,260,7,7.4,6.5,-132.53,13,442,1727,15,3.9,107.9,31.69,22,42,438,1,10.4,30,613,1,20.4,23,28,25,52,52,77,9,15,33,52,52,25,28,453,28.3,11,189,1057,38.6,9.5,5.6,30.8,2.17
0.625,60,3.8,-1.9,1.9,2.3,-0.5,4,6676,1054,6.3,19,10,355,310,508,4110,32,9,7.4,197,500,2566,19,5.1,133,95,846,25,36.8,9,135.7,9,310,508,61,4110,32,6.3,9,1.8,70,8.7,9.1,14.2,256.9,102.7,46,296,7.4,7.8,8.3,1,1,117.53,1,500,2566,19,65,5.1,160.4,19,22.32,25,26,171,0,32,6.6,37,790,0,47,21.4,7929,7,8,8,8,7,10,7,2,1,28,23,45,45,83,3681,70,1,44.3,4,19,32,53,8,45,45,23,28,2,442,27.6,5,201,1082,36.8,9,5.4,33.1,2.12,24,428,5081,970,5.2,11,4,282,287,484,3123,29,7,6.1,158,454,1958,11,4.3,88,103,809,36,36.1,5.7,-40.35,32,408,670,60.9,4636,25,3.7,19,2.8,7.3,6.8,12,289.8,84,37,271,6.6,6.1,5.2,-83.56,10,443,1668,12,3.8,104.3,57.45,8,28,223,1,8,52,1229,2,23.6,26,32,27,36,35,74,29,12,25,35,36,27,32,382,23.9,19,196,1182,32.7,15.3,6,31.8,1.73
0.5,9,0.6,-2.5,-2,-0.9,-1,16,5400,1023,5.3,24,10,312,377,586,4017,28,14,6.4,207,394,1383,9,3.5,81,80,677,24,35.4,12.7,12.94,12,377,586,64.3,4017,28,4.8,14,2.4,67,7.3,7.2,11.4,251.1,92.3,43,289,6.4,6.3,6.8,1,3,68.54,27,394,1383,9,43,3.5,86.4,16,-55.82,17,32,409,1,67,12.8,43,962,0,46,22.4,7147,20,9,9,15,13,8,8,,,32,30,39,39,76,3125,70,1,41.1,16,9,28,41,2,39,39,30,32,1,379,23.7,19,189,1055,35.4,12.7,5.6,28.6,1.85,25,428,5956,1015,5.9,22,11,330,332,539,3956,30,11,6.8,190,432,2000,16,4.6,116,99,883,24,38.9,12.2,-111.62,9,329,569,57.8,3546,21,3.7,10,1.8,6.6,6.5,11.4,221.6,82.7,34,205,5.9,5.8,5.6,-16.16,21,433,1849,18,4.3,115.6,9.34,16,35,313,0,8.9,55,1233,0,22.4,13,31,28,39,38,79,16,18,21,38,39,28,31,370,23.1,13,190,1067,35.3,10.5,5.6,28.4,1.88
0.563,48,3,-0.3,2.7,0.5,2.1,12,6293,1060,5.9,21,10,373,378,544,4328,32,11,7.5,230,486,1965,9,4,104,95,765,39,44.9,11.4,178.64,4,378,544,69.5,4328,32,5.9,11,2,60,8.2,8.5,11.8,270.5,105.5,30,150,7.5,7.8,5.2,4,4,203.42,13,486,1965,9,51,4,122.8,14,-10.93,31,22,166,0,28,7.5,32,707,0,42,22.1,7339,32,9,9,16,13,9,9,2,2,37,34,42,42,56,2417,61,0,43.2,12,9,32,42,0,42,42,34,37,0,396,24.8,32,167,1097,44.9,11.4,6.6,37.7,2.33,26,432,6645,1094,6.1,28,13,388,403,623,4589,33,15,7,231,437,2056,17,4.7,122,112,875,35,39.7,13.8,-113.29,29,364,548,66.4,4139,23,4.2,11,2,8,7.9,12.1,258.7,96.4,35,248,7.1,7,6,-81.33,12,376,1725,14,4.6,107.8,-34.79,2,19,158,0,8.3,73,1797,0,24.6,1,30,23,39,39,65,21,14,23,39,39,23,30,348,21.8,1,166,989,36.1,9.6,6,35.2,1.98
0.75,134,8.4,1.8,10.1,3.5,6.6,11,5180,961,5.4,18,10,286,244,417,2979,21,8,6.5,148,505,2201,18,4.4,115,103,845,23,37.8,9,47.52,30,244,417,58.5,2979,21,5,8,1.9,64,7.7,7.8,13.2,186.2,91.7,39,231,6.5,6.7,8.6,3,4,85.58,3,505,2201,18,51,4.4,137.6,20,-18.1,24,35,312,0,40,8.9,32,726,0,47,22.7,6507,5,13,12,6,6,11,10,6,4,36,32,44,44,79,3804,62,0,48.2,11,18,21,44,0,44,44,32,36,1,406,25.4,22,188,997,37.8,9,5.3,27.5,1.96,27,443,6070,1003,6.1,21,11,326,341,516,3897,31,10,7.1,196,455,2173,14,4.8,102,104,885,28,45.1,11.4,-123.26,7,345,585,59,3536,19,3.2,18,3.1,6.5,5.8,11.1,221,76.4,38,283,5.7,5,6.1,0.22,4,397,1535,11,3.9,95.9,58.63,9,38,330,0,8.7,54,1104,1,20.4,28,25,20,28,28,87,22,11,19,28,28,20,25,272,17,15,191,1045,26.2,13.1,5.5,26.5,1.41
0.813,186,11.6,1.4,13,4.1,8.9,9,5424,973,5.6,19,10,307,267,420,3236,27,9,7,160,509,2188,14,4.3,116,128,1183,31,40.7,9.3,50.15,26,267,420,63.6,3236,27,6.4,9,2.1,80,8.4,8.7,13.1,202.3,102.4,44,272,7,7.3,9.5,4,5,111.62,4,509,2188,14,43,4.3,136.8,26,-43.64,8,52,579,0,71,11.1,33,698,0,58,21.2,6970,8,11,10,9,9,12,11,3,3,35,33,44,44,76,3159,69,2,41.6,9,14,27,45,1,44,44,33,35,2,417,26.1,28,182,1008,40.7,9.3,5.5,29.7,2.12,28,449,6070,1089,5.6,21,10,353,354,551,3962,29,11,6.8,200,507,2108,20,4.2,121,87,729,32,38.1,10.7,-85.38,1,309,524,59,2752,16,3.1,28,5.3,5.8,4,9.9,172,63.4,44,298,4.8,3.2,7.7,102.85,8,422,1626,4,3.9,101.6,44.59,25,21,82,0,3.9,44,1056,0,24,25,27,26,17,17,82,24,4,16,17,17,26,27,231,14.4,9,186,1018,24.7,19.4,5.5,23.4,1.17
0.438,-16,-1,3.2,2.2,0.4,1.8,21,4877,968,5,21,10,282,301,506,3125,22,11,5.8,165,426,1752,10,4.1,82,123,1009,35,31.5,11.4,-36.37,27,301,506,59.5,3125,22,4.3,11,2.2,81,6.6,6.5,11.2,195.3,84.8,36,235,5.8,5.7,6.6,1,1,7.71,19,426,1752,10,65,4.1,109.5,20,-48.54,10,43,378,1,98,8.8,37,835,0,32,22.6,6483,28,7,7,10,10,9,8,2,1,28,26,34,34,78,3609,64,0,46.3,21,10,22,38,4,34,34,26,28,1,348,21.8,24,184,996,31.5,11.4,5.4,26.5,1.64,29,453,5819,1029,5.7,22,13,330,374,549,4092,33,9,7,202,442,1727,15,3.9,100,87,686,28,38.6,9.5,-94.75,19,355,521,68.1,3874,21,4,14,2.7,8.1,7.7,11.8,242.1,94.7,53,326,6.7,6.4,9.2,-80.88,9,440,1646,18,3.7,102.9,45.11,23,30,79,0,2.6,25,544,0,21.8,4,26,18,42,42,74,12,18,21,42,42,18,26,364,22.8,8,184,1039,31,14.7,5.6,30,1.78
0.25,-101,-6.3,3.6,-2.7,-2.9,0.3,30,4432,981,4.5,21,9,269,291,514,2820,22,12,5,157,420,1612,6,3.8,75,121,1136,37,27.1,9.6,-76.79,32,291,514,56.6,2820,22,4.3,12,2.3,85,6.2,6,10.9,176.3,79.6,47,361,5,4.8,8.4,2,2,-18.49,22,420,1612,6,80,3.8,100.8,18,-52.12,29,24,268,0,52,11.2,34,811,0,44,23.9,5868,21,3,3,14,12,6,4,6,4,29,23,31,31,87,3846,62,0,44.2,30,6,22,31,0,31,31,23,29,1,288,18,21,188,1010,27.1,9.6,5.4,23.4,1.41,30,478,5665,993,5.7,26,10,329,337,514,3896,29,16,7.1,204,443,1769,23,4,102,83,697,23,36.7,13.1,-51.25,17,352,547,64.4,3806,30,5.5,21,3.8,7.4,6.8,11.5,237.9,88.9,35,255,6.5,5.9,6,-75.41,15,438,1762,10,4,110.1,38.2,4,35,393,0,11.2,24,452,0,18.8,12,32,31,40,40,68,3,10,30,40,40,31,32,389,24.3,10,187,1052,38,15,5.6,29.8,1.99
0.438,-19,-1.2,0.4,-0.8,-0.2,-0.6,19,5390,1032,5.2,25,9,311,328,533,3496,22,16,6.1,172,462,1894,16,4.1,103,101,900,36,34.2,11.4,34,21,328,533,61.5,3496,22,4.1,16,3,77,7,6.4,11.3,218.5,83.6,37,214,6.1,5.6,6.5,3,4,55.4,14,462,1894,16,39,4.1,118.4,27,-12.25,19,31,240,0,35,7.7,44,1096,0,95,24.9,6982,18,10,10,9,8,7,5,3,2,29,25,41,41,79,3386,63,1,42.9,19,16,22,41,0,41,41,25,29,0,362,22.6,25,184,1061,34.2,11.4,5.8,29.1,1.85,31,478,6313,1021,6.2,28,9,353,315,507,3730,25,19,6.9,184,483,2583,22,5.3,147,69,647,22,42.7,15.2,-111.23,11,344,545,63.1,3612,15,2.8,13,2.4,7,6.5,11.2,225.8,83.3,36,227,6.2,5.7,6.2,-50.08,20,446,1795,21,4,112.2,17.37,15,35,210,0,6,45,1099,0,24.4,16,39,32,38,37,76,14,21,15,37,38,32,39,381,23.8,14,190,1066,35.8,13.2,5.6,28.3,1.83
0.188,-144,-9,-0.3,-9.3,-3.9,-5.4,23,5915,1107,5.3,34,15,329,355,611,3751,20,19,5.7,198,453,2164,14,4.8,112,99,802,19,27.6,16.6,-43.76,16,355,611,58.1,3751,20,3.3,19,3.1,62,6.6,5.9,11.4,234.4,76.1,43,306,5.7,5,6.6,1,2,-27.01,5,453,2164,14,45,4.8,135.3,30,-8.25,6,35,225,0,34,6.4,51,1018,0,39,20,7510,23,6,5,10,10,7,5,3,1,26,21,33,33,85,3526,63,1,41.5,23,14,20,39,5,33,33,21,26,0,334,20.9,10,199,1133,27.6,16.6,5.7,29.5,1.51,32,480,6362,1132,5.6,20,8,368,419,648,4595,37,12,6.7,247,443,1767,14,4,101,100,1003,20,39.6,9.1,-128.8,20,337,514,65.6,3896,29,5.6,16,3.1,8,7.8,12.3,243.5,96.1,36,238,7.1,6.8,6.5,-75.42,17,443,1769,23,4,110.6,19.66,26,39,655,3,16.8,47,1048,1,22.3,9,25,21,59,59,74,10,23,29,59,59,21,25,478,29.9,24,199,1018,36.7,13.1,5.1,28.4,2.15
0.313,-107,-6.7,3.5,-3.2,-4.8,1.6,31,4209,1018,4.1,34,13,246,337,608,3005,11,21,4.5,168,352,1204,10,3.4,58,102,857,20,22,14.8,-230.4,28,337,608,55.4,3005,11,1.8,21,3.5,53,5.6,4.4,10,187.8,63.1,58,378,4.5,3.4,8.7,3,3,-155,32,352,1204,10,52,3.4,75.3,25,-68.3,3,54,441,0,26,8.2,40,930,0,65,23.3,6113,2,6,6,10,9,10,8,2,2,28,25,25,25,112,5209,70,0,46.5,31,10,11,25,0,25,25,25,28,0,250,15.6,1,209,1046,22,14.8,5,20.1,1.06,17,357,5405,1041,5.2,33,11,288,270,497,3213,20,22,6,160,506,2192,12,4.3,107,100,810,21,27,14.2,73.31,5,270,497,54.3,3213,20,4,22,4.4,6.9,5.7,12.7,200.8,71.2,38,228,6,4.9,7.1,26.65,28,506,2192,12,4.3,137,34.1,30,48,415,0,8.6,32,846,0,26.4,31,35,25,38,38,93,2,12,20,38,38,25,35,357,22.3,32,211,1076,27,14.2,5.1,25.6,1.42
0.813,120,7.5,-1.1,6.4,2,4.5,7,5906,1021,5.8,18,4,343,422,615,4509,32,14,7,247,378,1397,12,3.7,70,55,415,26,44,10.3,153.25,6,422,615,68.6,4509,32,5.2,14,2.3,80,7.7,7.7,11.2,281.8,99.1,28,210,7,7,4.4,5,7,211.97,29,378,1397,12,43,3.7,87.3,9,-50.54,32,26,205,0,28,7.9,27,640,0,77,23.7,7028,18,9,8,11,10,13,10,4,4,38,33,44,44,62,2847,63,2,45.9,7,12,32,46,2,44,44,33,38,0,419,26.2,31,175,1059,44,10.3,6.1,33.7,2.33,5,299,5849,991,5.9,31,11,298,337,551,3878,14,20,6.7,189,411,1971,16,4.8,99,83,641,10,31.7,17.2,-42.48,23,337,551,61.2,3878,14,2.5,20,3.6,7.4,6.2,12,242.4,77.1,29,182,6.7,5.6,5,-49.35,21,411,1971,16,4.8,123.2,-2.57,1,26,241,0,9.3,48,1065,0,22.2,15,32,27,30,30,64,26,16,14,30,30,27,32,299,18.7,8,180,1023,31.7,17.2,5.7,32.5,1.62
